t,x,y
7.14,0.491,-0.167
7.173,0.498,-0.167
7.206,0.504,-0.167
7.24,0.509,-0.167
7.273,0.512,-0.168
7.307,0.514,-0.167
7.34,0.514,-0.166
7.373,0.513,-0.166
7.407,0.511,-0.167
7.44,0.507,-0.167
7.473,0.501,-0.167
7.507,0.495,-0.167
7.54,0.487,-0.167
7.573,0.479,-0.168
7.607,0.469,-0.169
7.64,0.459,-0.169
7.673,0.448,-0.168
7.707,0.436,-0.168
7.74,0.424,-0.168
7.774,0.412,-0.167
7.807,0.399,-0.167
7.84,0.387,-0.167
7.874,0.375,-0.167
7.907,0.362,-0.166
7.94,0.351,-0.165
7.974,0.34,-0.164
8.007,0.329,-0.164
8.04,0.32,-0.163
8.074,0.311,-0.162
8.107,0.303,-0.161
8.141,0.297,-0.16
8.174,0.291,-0.16
8.207,0.286,-0.161
8.241,0.283,-0.162
8.274,0.281,-0.161
8.307,0.28,-0.161
8.341,0.281,-0.16
8.374,0.283,-0.162
8.407,0.287,-0.162
8.441,0.292,-0.162
8.474,0.298,-0.163
8.508,0.305,-0.163
8.541,0.312,-0.165
8.574,0.321,-0.165
8.608,0.33,-0.166
8.641,0.341,-0.167
8.674,0.353,-0.168
8.708,0.365,-0.168
8.741,0.377,-0.168
8.774,0.39,-0.169
8.808,0.402,-0.17
8.841,0.415,-0.17
8.875,0.427,-0.169
8.908,0.439,-0.169
8.941,0.45,-0.169
8.975,0.46,-0.169
9.008,0.471,-0.168
9.041,0.48,-0.167
9.075,0.488,-0.167
9.108,0.495,-0.167
9.141,0.501,-0.166
9.175,0.506,-0.167
9.208,0.509,-0.168
9.242,0.511,-0.167
9.275,0.512,-0.165
9.308,0.511,-0.165
9.342,0.509,-0.166
9.375,0.506,-0.167
9.408,0.501,-0.166
9.442,0.494,-0.166
9.475,0.487,-0.167
9.508,0.479,-0.168
9.542,0.47,-0.168
9.575,0.459,-0.168
9.609,0.448,-0.168
9.642,0.436,-0.168
9.675,0.424,-0.167
9.709,0.412,-0.167
9.742,0.4,-0.167
9.775,0.387,-0.167
9.809,0.375,-0.166
9.842,0.364,-0.165
9.875,0.353,-0.164
9.909,0.342,-0.164
9.942,0.331,-0.164
9.976,0.322,-0.162
10.009,0.313,-0.161
10.042,0.305,-0.16
10.076,0.297,-0.16
10.109,0.291,-0.16
10.142,0.287,-0.161
10.176,0.284,-0.161
10.209,0.282,-0.16
10.242,0.281,-0.159
10.276,0.282,-0.159
10.309,0.284,-0.161
10.343,0.286,-0.161
10.376,0.291,-0.161
10.409,0.296,-0.162
10.443,0.303,-0.163
10.476,0.311,-0.164
10.509,0.319,-0.165
10.543,0.328,-0.166
10.576,0.339,-0.167
10.609,0.351,-0.167
10.643,0.363,-0.167
10.676,0.375,-0.168
10.71,0.387,-0.169
10.743,0.399,-0.17
10.776,0.412,-0.17
10.81,0.424,-0.169
10.843,0.436,-0.169
10.876,0.448,-0.169
10.91,0.459,-0.169
10.943,0.469,-0.168
10.976,0.478,-0.167
11.01,0.487,-0.167
11.043,0.494,-0.167
11.077,0.5,-0.166
11.11,0.505,-0.167
11.143,0.509,-0.167
11.177,0.511,-0.166
11.21,0.512,-0.165
11.243,0.511,-0.165
11.277,0.509,-0.166
11.31,0.506,-0.167
11.343,0.501,-0.166
11.377,0.495,-0.166
11.41,0.488,-0.167
11.444,0.48,-0.168
11.477,0.471,-0.168
11.51,0.461,-0.168
11.544,0.45,-0.168
11.577,0.439,-0.168
11.61,0.427,-0.167
11.644,0.415,-0.167
11.677,0.403,-0.167
11.71,0.39,-0.168
11.744,0.378,-0.167
11.777,0.366,-0.166
11.811,0.354,-0.165
11.844,0.343,-0.165
11.877,0.333,-0.164
11.911,0.323,-0.163
11.944,0.314,-0.162
11.977,0.306,-0.162
12.011,0.299,-0.161
12.044,0.293,-0.161
12.077,0.289,-0.161
12.111,0.285,-0.162
12.144,0.283,-0.161
12.178,0.282,-0.16
12.211,0.282,-0.161
12.244,0.284,-0.162
12.278,0.287,-0.163
12.311,0.291,-0.163
12.344,0.296,-0.163
12.378,0.303,-0.165
12.411,0.31,-0.166
12.444,0.319,-0.167
12.478,0.328,-0.168
12.511,0.339,-0.169
12.545,0.349,-0.169
12.578,0.361,-0.169
12.611,0.373,-0.17
12.645,0.384,-0.171
12.678,0.396,-0.172
12.711,0.409,-0.172
12.745,0.421,-0.171
12.778,0.433,-0.171
12.811,0.445,-0.171
12.845,0.456,-0.171
12.878,0.466,-0.17
12.911,0.476,-0.169
12.945,0.485,-0.169
12.978,0.492,-0.169
13.012,0.499,-0.168
13.045,0.504,-0.169
13.078,0.508,-0.169
13.112,0.511,-0.168
13.145,0.512,-0.167
13.178,0.512,-0.167
13.212,0.51,-0.168
13.245,0.507,-0.169
13.278,0.502,-0.168
13.312,0.497,-0.168
13.345,0.49,-0.169
13.379,0.482,-0.169
13.412,0.474,-0.169
13.445,0.464,-0.169
13.479,0.453,-0.169
13.512,0.442,-0.169
13.545,0.431,-0.168
13.579,0.419,-0.168
13.612,0.407,-0.168
13.645,0.395,-0.168
13.679,0.382,-0.168
13.712,0.37,-0.167
13.746,0.359,-0.166
13.779,0.348,-0.166
13.812,0.337,-0.165
13.846,0.327,-0.164
13.879,0.318,-0.163
13.912,0.31,-0.162
13.946,0.302,-0.162
13.979,0.296,-0.162
14.012,0.291,-0.162
14.046,0.287,-0.163
14.079,0.284,-0.162
14.113,0.283,-0.161
14.146,0.283,-0.161
14.179,0.284,-0.162
14.213,0.286,-0.163
14.246,0.29,-0.163
14.279,0.295,-0.164
14.313,0.301,-0.165
14.346,0.308,-0.167
14.379,0.317,-0.168
14.413,0.326,-0.168
14.446,0.335,-0.169
14.48,0.346,-0.169
14.513,0.358,-0.169
14.546,0.37,-0.17
14.58,0.382,-0.171
14.613,0.394,-0.172
14.646,0.407,-0.172
14.68,0.419,-0.171
14.713,0.431,-0.171
14.746,0.443,-0.171
14.78,0.454,-0.171
14.813,0.464,-0.17
14.847,0.474,-0.169
14.88,0.483,-0.169
14.913,0.491,-0.169
14.947,0.497,-0.168
14.98,0.502,-0.169
15.013,0.507,-0.169
15.047,0.509,-0.168
15.08,0.511,-0.167
15.113,0.511,-0.167
15.147,0.51,-0.168
15.18,0.507,-0.168
15.214,0.503,-0.167
15.247,0.498,-0.167
15.28,0.491,-0.168
15.314,0.483,-0.168
15.347,0.475,-0.168
15.38,0.465,-0.168
15.414,0.455,-0.168
15.447,0.444,-0.168
15.48,0.432,-0.167
15.514,0.421,-0.166
15.547,0.408,-0.167
15.581,0.396,-0.167
15.614,0.384,-0.167
15.647,0.372,-0.166
15.681,0.361,-0.165
15.714,0.349,-0.165
15.747,0.339,-0.165
15.781,0.328,-0.163
15.814,0.319,-0.162
15.847,0.31,-0.162
15.881,0.303,-0.161
15.914,0.296,-0.161
15.948,0.291,-0.162
15.981,0.287,-0.162
16.014,0.284,-0.161
16.048,0.282,-0.16
16.081,0.282,-0.16
16.114,0.283,-0.161
16.148,0.285,-0.162
16.181,0.288,-0.162
16.214,0.293,-0.162
16.248,0.299,-0.164
16.281,0.306,-0.165
16.315,0.314,-0.166
16.348,0.323,-0.166
16.381,0.333,-0.167
16.415,0.343,-0.168
16.448,0.355,-0.168
16.481,0.366,-0.168
16.515,0.378,-0.169
16.548,0.391,-0.17
16.581,0.403,-0.17
16.615,0.415,-0.17
16.648,0.428,-0.17
16.682,0.439,-0.17
16.715,0.451,-0.17
16.748,0.461,-0.169
16.782,0.471,-0.168
16.815,0.48,-0.168
16.848,0.488,-0.168
16.882,0.495,-0.167
16.915,0.501,-0.168
16.948,0.505,-0.168
16.982,0.508,-0.167
17.015,0.51,-0.165
17.049,0.51,-0.166
17.082,0.509,-0.166
17.115,0.507,-0.166
17.149,0.503,-0.165
17.182,0.498,-0.165
17.215,0.492,-0.166
17.249,0.485,-0.167
17.282,0.476,-0.166
17.315,0.467,-0.166
17.349,0.457,-0.167
17.382,0.446,-0.166
17.416,0.435,-0.165
17.449,0.423,-0.165
17.482,0.411,-0.165
17.516,0.399,-0.166
17.549,0.387,-0.165
17.582,0.375,-0.164
17.616,0.363,-0.164
17.649,0.352,-0.164
17.682,0.341,-0.163
17.716,0.331,-0.162
17.749,0.321,-0.161
17.782,0.313,-0.161
17.816,0.305,-0.161
17.849,0.299,-0.16
17.883,0.293,-0.161
17.916,0.289,-0.161
17.949,0.286,-0.16
17.983,0.284,-0.16
18.016,0.283,-0.16
18.049,0.284,-0.161
18.083,0.286,-0.162
18.116,0.289,-0.162
18.149,0.293,-0.162
18.183,0.299,-0.164
18.216,0.306,-0.165
18.25,0.313,-0.166
18.283,0.322,-0.166
18.316,0.332,-0.167
18.35,0.342,-0.168
18.383,0.353,-0.168
18.416,0.364,-0.168
18.45,0.376,-0.17
18.483,0.389,-0.17
18.516,0.401,-0.17
18.55,0.413,-0.17
18.583,0.426,-0.17
18.617,0.437,-0.17
18.65,0.449,-0.17
18.683,0.46,-0.169
18.717,0.469,-0.168
18.75,0.479,-0.168
18.783,0.487,-0.168
18.817,0.494,-0.167
18.85,0.499,-0.168
18.883,0.504,-0.168
18.917,0.507,-0.166
18.95,0.509,-0.165
18.984,0.51,-0.165
19.017,0.509,-0.166
19.05,0.507,-0.166
19.084,0.504,-0.165
19.117,0.499,-0.165
19.15,0.493,-0.166
19.184,0.486,-0.167
19.217,0.478,-0.166
19.25,0.469,-0.166
19.284,0.459,-0.166
19.317,0.448,-0.166
19.351,0.437,-0.165
19.384,0.425,-0.165
19.417,0.413,-0.166
19.451,0.401,-0.166
19.484,0.389,-0.165
19.517,0.377,-0.164
19.551,0.364,-0.164
19.584,0.353,-0.164
19.617,0.342,-0.163
19.651,0.332,-0.162
19.684,0.323,-0.161
19.718,0.315,-0.161
19.751,0.307,-0.161
19.784,0.3,-0.16
19.818,0.294,-0.161
19.851,0.29,-0.161
19.884,0.287,-0.16
19.918,0.285,-0.16
19.951,0.284,-0.16
19.984,0.284,-0.161
20.018,0.286,-0.162
20.051,0.289,-0.162
20.085,0.293,-0.162
20.118,0.298,-0.164
20.151,0.305,-0.165
20.185,0.312,-0.166
20.218,0.321,-0.166
20.251,0.33,-0.167
20.285,0.341,-0.168
20.318,0.351,-0.168
20.351,0.363,-0.169
20.385,0.375,-0.17
20.418,0.387,-0.171
20.452,0.399,-0.171
20.485,0.411,-0.17
20.518,0.423,-0.17
20.552,0.435,-0.171
20.585,0.447,-0.171
20.618,0.458,-0.17
20.652,0.468,-0.169
20.685,0.477,-0.169
20.718,0.486,-0.168
20.752,0.493,-0.168
20.785,0.499,-0.169
20.819,0.503,-0.169
20.852,0.507,-0.167
20.885,0.509,-0.166
20.919,0.51,-0.167
20.952,0.509,-0.167
20.985,0.508,-0.167
21.019,0.504,-0.166
21.052,0.5,-0.166
21.085,0.494,-0.167
21.119,0.487,-0.167
21.152,0.479,-0.167
21.186,0.47,-0.167
21.219,0.46,-0.167
21.252,0.45,-0.167
21.286,0.439,-0.166
21.319,0.427,-0.166
21.352,0.416,-0.166
21.386,0.403,-0.167
21.419,0.391,-0.166
21.452,0.379,-0.165
21.486,0.368,-0.165
21.519,0.356,-0.164
21.553,0.345,-0.164
21.586,0.334,-0.163
21.619,0.325,-0.162
21.653,0.316,-0.161
21.686,0.308,-0.161
21.719,0.301,-0.161
21.753,0.295,-0.162
21.786,0.29,-0.162
21.819,0.287,-0.161
21.853,0.285,-0.16
21.886,0.283,-0.161
21.92,0.283,-0.162
21.953,0.285,-0.162
21.986,0.288,-0.162
22.02,0.292,-0.163
22.053,0.297,-0.164
22.086,0.303,-0.166
22.12,0.31,-0.166
22.153,0.319,-0.166
22.186,0.328,-0.167
22.22,0.338,-0.168
22.253,0.349,-0.168
22.287,0.36,-0.169
22.32,0.372,-0.17
22.353,0.384,-0.171
22.387,0.396,-0.171
22.42,0.408,-0.171
22.453,0.421,-0.171
22.487,0.432,-0.171
22.52,0.444,-0.171
22.553,0.455,-0.171
22.587,0.465,-0.17
22.62,0.474,-0.169
22.653,0.483,-0.169
22.687,0.49,-0.169
22.72,0.497,-0.169
22.754,0.502,-0.169
22.787,0.506,-0.167
22.82,0.508,-0.166
22.854,0.51,-0.167
22.887,0.509,-0.167
22.92,0.508,-0.167
22.954,0.505,-0.166
22.987,0.501,-0.166
23.02,0.495,-0.167
23.054,0.488,-0.167
23.087,0.481,-0.167
23.121,0.472,-0.167
23.154,0.462,-0.167
23.187,0.452,-0.166
23.221,0.441,-0.166
23.254,0.43,-0.166
23.287,0.418,-0.166
23.321,0.406,-0.166
23.354,0.394,-0.165
23.387,0.382,-0.165
23.421,0.37,-0.164
23.454,0.359,-0.164
23.488,0.347,-0.163
23.521,0.337,-0.162
23.554,0.327,-0.161
23.588,0.318,-0.161
23.621,0.31,-0.16
23.654,0.303,-0.161
23.688,0.297,-0.161
23.721,0.292,-0.161
23.754,0.288,-0.16
23.788,0.286,-0.159
23.821,0.284,-0.16
23.855,0.284,-0.161
23.888,0.285,-0.162
23.921,0.288,-0.161
23.955,0.291,-0.162
23.988,0.296,-0.163
24.021,0.302,-0.164
24.055,0.309,-0.165
24.088,0.317,-0.165
24.121,0.326,-0.166
24.155,0.336,-0.167
24.188,0.347,-0.167
24.222,0.358,-0.168
24.255,0.37,-0.169
24.288,0.383,-0.17
24.322,0.395,-0.17
24.355,0.407,-0.17
24.388,0.419,-0.17
24.422,0.431,-0.171
24.455,0.442,-0.171
24.488,0.453,-0.17
24.522,0.464,-0.17
24.555,0.473,-0.169
24.589,0.481,-0.169
24.622,0.489,-0.169
24.655,0.495,-0.169
24.689,0.501,-0.168
24.722,0.504,-0.167
24.755,0.507,-0.166
24.789,0.508,-0.166
24.822,0.508,-0.167
24.855,0.507,-0.166
24.889,0.504,-0.166
24.922,0.5,-0.165
24.956,0.495,-0.166
24.989,0.488,-0.166
25.022,0.48,-0.166
25.056,0.472,-0.166
25.089,0.463,-0.166
25.122,0.452,-0.165
25.156,0.442,-0.165
25.189,0.43,-0.165
25.222,0.419,-0.166
25.256,0.407,-0.166
25.289,0.395,-0.165
25.323,0.383,-0.165
25.356,0.371,-0.165
25.389,0.36,-0.165
25.423,0.349,-0.164
25.456,0.338,-0.163
25.489,0.329,-0.162
25.523,0.319,-0.162
25.556,0.311,-0.162
25.589,0.304,-0.162
25.623,0.298,-0.163
25.656,0.293,-0.162
25.69,0.289,-0.161
25.723,0.286,-0.16
25.756,0.285,-0.161
25.79,0.284,-0.162
25.823,0.285,-0.162
25.856,0.288,-0.162
25.89,0.291,-0.163
25.923,0.295,-0.164
25.956,0.301,-0.165
25.99,0.308,-0.166
26.023,0.316,-0.167
26.057,0.325,-0.167
26.09,0.335,-0.168
26.123,0.345,-0.168
26.157,0.356,-0.169
26.19,0.367,-0.17
26.223,0.379,-0.171
26.257,0.391,-0.171
26.29,0.404,-0.171
26.323,0.416,-0.171
26.357,0.427,-0.172
26.39,0.439,-0.172
26.424,0.45,-0.171
26.457,0.46,-0.171
26.49,0.47,-0.17
26.524,0.479,-0.17
26.557,0.487,-0.17
26.59,0.493,-0.17
26.624,0.499,-0.169
26.657,0.503,-0.168
26.69,0.505,-0.167
26.724,0.507,-0.167
26.757,0.507,-0.168
26.791,0.506,-0.167
26.824,0.504,-0.166
26.857,0.5,-0.166
26.891,0.495,-0.167
26.924,0.489,-0.167
26.957,0.482,-0.166
26.991,0.474,-0.166
27.024,0.465,-0.166
27.057,0.455,-0.166
27.091,0.444,-0.165
27.124,0.433,-0.166
27.158,0.422,-0.166
27.191,0.41,-0.166
27.224,0.398,-0.166
27.258,0.386,-0.165
27.291,0.374,-0.165
27.324,0.363,-0.165
27.358,0.352,-0.164
27.391,0.341,-0.163
27.424,0.331,-0.162
27.458,0.322,-0.162
27.491,0.314,-0.162
27.525,0.306,-0.162
27.558,0.3,-0.163
27.591,0.294,-0.162
27.625,0.29,-0.161
27.658,0.287,-0.16
27.691,0.285,-0.161
27.725,0.285,-0.162
27.758,0.285,-0.162
27.791,0.287,-0.162
27.825,0.29,-0.163
27.858,0.295,-0.164
27.891,0.3,-0.165
27.925,0.307,-0.166
27.958,0.315,-0.167
27.992,0.323,-0.167
28.025,0.332,-0.168
28.058,0.343,-0.168
28.092,0.354,-0.168
28.125,0.365,-0.17
28.158,0.377,-0.171
28.192,0.388,-0.171
28.225,0.401,-0.171
28.258,0.413,-0.171
28.292,0.424,-0.171
28.325,0.436,-0.171
28.359,0.447,-0.171
28.392,0.457,-0.17
28.425,0.467,-0.17
28.459,0.476,-0.169
28.492,0.484,-0.169
28.525,0.491,-0.17
28.559,0.497,-0.169
28.592,0.501,-0.167
28.625,0.505,-0.166
28.659,0.506,-0.167
28.692,0.507,-0.167
28.726,0.506,-0.166
28.759,0.504,-0.166
28.792,0.501,-0.165
28.826,0.496,-0.166
28.859,0.49,-0.166
28.892,0.483,-0.166
28.926,0.475,-0.166
28.959,0.466,-0.166
28.992,0.456,-0.165
29.026,0.446,-0.165
29.059,0.435,-0.165
29.093,0.424,-0.166
29.126,0.412,-0.166
29.159,0.4,-0.165
29.193,0.388,-0.165
29.226,0.377,-0.165
29.259,0.365,-0.165
29.293,0.354,-0.164
29.326,0.344,-0.163
29.359,0.334,-0.162
29.393,0.324,-0.162
29.426,0.316,-0.162
29.46,0.308,-0.162
29.493,0.302,-0.162
29.526,0.296,-0.162
29.56,0.291,-0.161
29.593,0.288,-0.16
29.626,0.286,-0.161
29.66,0.285,-0.162
29.693,0.285,-0.162
29.726,0.287,-0.162
29.76,0.29,-0.163
29.793,0.294,-0.165
29.827,0.299,-0.166
29.86,0.306,-0.166
29.893,0.313,-0.167
29.927,0.322,-0.168
29.96,0.331,-0.169
29.993,0.341,-0.169
30.027,0.352,-0.17
30.06,0.363,-0.171
30.093,0.375,-0.171
30.127,0.386,-0.171
30.16,0.398,-0.171
30.194,0.41,-0.172
30.227,0.422,-0.172
30.26,0.434,-0.172
30.294,0.445,-0.172
30.327,0.456,-0.171
30.36,0.465,-0.171
30.394,0.474,-0.17
30.427,0.483,-0.17
30.46,0.49,-0.171
30.494,0.495,-0.169
30.527,0.5,-0.168
30.561,0.503,-0.167
30.594,0.506,-0.167
30.627,0.506,-0.167
30.661,0.506,-0.167
30.694,0.504,-0.166
30.727,0.501,-0.165
30.761,0.497,-0.166
30.794,0.491,-0.166
30.827,0.483,-0.165
30.861,0.476,-0.165
30.894,0.467,-0.165
30.928,0.457,-0.165
30.961,0.448,-0.164
30.994,0.437,-0.165
31.028,0.426,-0.166
31.061,0.414,-0.165
31.094,0.402,-0.165
31.128,0.391,-0.164
31.161,0.379,-0.164
31.194,0.368,-0.164
31.228,0.357,-0.164
31.261,0.346,-0.163
31.295,0.336,-0.162
31.328,0.327,-0.162
31.361,0.318,-0.162
31.395,0.311,-0.162
31.428,0.303,-0.163
31.461,0.298,-0.162
31.495,0.293,-0.161
31.528,0.289,-0.161
31.561,0.287,-0.162
31.595,0.286,-0.163
31.628,0.286,-0.162
31.662,0.287,-0.162
31.695,0.29,-0.163
31.728,0.294,-0.165
31.762,0.3,-0.166
31.795,0.306,-0.166
31.828,0.313,-0.167
