t,x,y
6.839,2.903,-1.044
6.873,2.776,-1.053
6.906,2.642,-1.07
6.939,2.505,-1.087
6.973,2.364,-1.089
7.006,2.222,-1.081
7.039,2.08,-1.077
7.073,1.939,-1.08
7.106,1.802,-1.08
7.14,1.671,-1.07
7.173,1.546,-1.05
7.206,1.428,-1.039
7.24,1.317,-1.034
7.273,1.217,-1.021
7.306,1.131,-0.996
7.34,1.057,-0.972
7.373,0.995,-0.959
7.406,0.947,-0.952
7.44,0.913,-0.938
7.473,0.897,-0.918
7.506,0.894,-0.906
7.54,0.904,-0.907
7.573,0.927,-0.915
7.607,0.965,-0.92
7.64,1.018,-0.921
7.673,1.085,-0.928
7.707,1.16,-0.948
7.74,1.247,-0.968
7.773,1.345,-0.974
7.807,1.454,-0.975
7.84,1.568,-0.984
7.873,1.689,-1
7.907,1.816,-1.007
7.94,1.948,-1.004
7.974,2.083,-0.998
8.007,2.217,-0.999
8.04,2.352,-1.004
8.074,2.488,-1.004
8.107,2.619,-0.993
8.14,2.746,-0.979
8.174,2.87,-0.974
8.207,2.988,-0.97
8.24,3.097,-0.957
8.274,3.194,-0.934
8.307,3.282,-0.918
8.341,3.359,-0.911
8.374,3.422,-0.907
8.407,3.471,-0.896
8.441,3.505,-0.882
8.474,3.526,-0.879
8.507,3.533,-0.889
8.541,3.523,-0.902
8.574,3.498,-0.912
8.607,3.456,-0.919
8.641,3.402,-0.939
8.674,3.333,-0.966
8.708,3.252,-0.988
8.741,3.156,-0.999
8.774,3.05,-1.011
8.808,2.932,-1.03
8.841,2.808,-1.053
8.874,2.676,-1.064
8.908,2.539,-1.062
8.941,2.399,-1.066
8.974,2.258,-1.075
9.008,2.116,-1.082
9.041,1.974,-1.078
9.075,1.838,-1.065
9.108,1.706,-1.059
9.141,1.579,-1.058
9.175,1.459,-1.048
9.208,1.349,-1.026
9.241,1.249,-1.001
9.275,1.16,-0.985
9.308,1.081,-0.975
9.341,1.016,-0.959
9.375,0.967,-0.933
9.408,0.932,-0.914
9.441,0.909,-0.909
9.475,0.9,-0.911
9.508,0.906,-0.911
9.542,0.928,-0.907
9.575,0.964,-0.908
9.608,1.011,-0.923
9.642,1.071,-0.94
9.675,1.146,-0.947
9.708,1.231,-0.949
9.742,1.327,-0.959
9.775,1.432,-0.976
9.808,1.545,-0.989
9.842,1.667,-0.991
9.875,1.792,-0.988
9.909,1.921,-0.993
9.942,2.055,-1.005
9.975,2.188,-1.011
10.009,2.323,-1.006
10.042,2.459,-0.996
10.075,2.591,-0.995
10.109,2.721,-0.997
10.142,2.845,-0.988
10.175,2.963,-0.968
10.209,3.072,-0.95
10.242,3.174,-0.94
10.276,3.266,-0.934
10.309,3.343,-0.918
10.342,3.408,-0.897
10.376,3.46,-0.886
10.409,3.5,-0.887
10.442,3.526,-0.892
10.476,3.535,-0.894
10.509,3.528,-0.894
10.542,3.505,-0.906
10.576,3.47,-0.929
10.609,3.417,-0.948
10.643,3.349,-0.957
10.676,3.268,-0.969
10.709,3.175,-0.989
10.743,3.071,-1.014
10.776,2.955,-1.028
10.809,2.832,-1.033
10.843,2.701,-1.042
10.876,2.565,-1.058
10.909,2.428,-1.073
10.943,2.287,-1.078
10.976,2.146,-1.073
11.01,2.007,-1.07
11.043,1.869,-1.076
11.076,1.737,-1.072
11.11,1.613,-1.056
11.143,1.494,-1.034
11.176,1.382,-1.017
11.21,1.278,-1.007
11.243,1.187,-0.99
11.276,1.107,-0.963
11.31,1.041,-0.939
11.343,0.985,-0.928
11.376,0.943,-0.926
11.41,0.917,-0.92
11.443,0.906,-0.909
11.477,0.91,-0.903
11.51,0.925,-0.911
11.543,0.953,-0.924
11.577,0.998,-0.927
11.61,1.058,-0.925
11.643,1.128,-0.933
11.677,1.209,-0.949
11.71,1.3,-0.965
11.743,1.402,-0.968
11.777,1.513,-0.968
11.81,1.63,-0.977
11.844,1.754,-0.992
11.877,1.881,-1.006
11.91,2.014,-1.007
11.944,2.147,-1.004
11.977,2.282,-1.009
12.01,2.417,-1.018
12.044,2.55,-1.014
12.077,2.681,-0.998
12.11,2.806,-0.984
12.144,2.924,-0.975
12.177,3.038,-0.97
12.211,3.141,-0.952
12.244,3.235,-0.928
12.277,3.317,-0.913
12.311,3.388,-0.907
12.344,3.445,-0.906
12.377,3.488,-0.902
12.411,3.516,-0.895
12.444,3.528,-0.898
12.477,3.528,-0.912
12.511,3.511,-0.924
12.544,3.477,-0.929
12.578,3.427,-0.935
12.611,3.365,-0.95
12.644,3.288,-0.973
12.678,3.198,-0.989
12.711,3.094,-0.997
12.744,2.982,-1.007
12.778,2.861,-1.027
12.811,2.732,-1.049
12.844,2.598,-1.062
12.878,2.46,-1.066
12.911,2.321,-1.07
12.945,2.181,-1.082
12.978,2.042,-1.088
13.011,1.906,-1.08
13.045,1.773,-1.063
13.078,1.646,-1.05
13.111,1.523,-1.043
13.145,1.41,-1.028
13.178,1.306,-1.001
13.211,1.213,-0.976
13.245,1.132,-0.96
13.278,1.061,-0.953
13.312,1.003,-0.941
13.345,0.959,-0.925
13.378,0.93,-0.913
13.412,0.913,-0.915
13.445,0.909,-0.921
13.478,0.923,-0.918
13.512,0.952,-0.911
13.545,0.994,-0.913
13.578,1.047,-0.927
13.612,1.115,-0.94
13.645,1.195,-0.944
13.678,1.285,-0.944
13.712,1.384,-0.954
13.745,1.491,-0.975
13.779,1.606,-0.993
13.812,1.728,-1.001
13.845,1.854,-1.004
13.879,1.985,-1.014
13.912,2.119,-1.028
13.945,2.254,-1.03
13.979,2.388,-1.021
14.012,2.522,-1.011
14.045,2.653,-1.006
14.079,2.781,-1.002
14.112,2.902,-0.987
14.146,3.016,-0.964
14.179,3.123,-0.946
14.212,3.219,-0.938
14.246,3.305,-0.934
14.279,3.378,-0.926
14.312,3.437,-0.912
14.346,3.483,-0.907
14.379,3.515,-0.913
14.412,3.532,-0.918
14.446,3.532,-0.917
14.479,3.516,-0.916
14.513,3.485,-0.926
14.546,3.441,-0.945
14.579,3.382,-0.958
14.613,3.305,-0.964
14.646,3.217,-0.974
14.679,3.118,-0.992
14.713,3.009,-1.018
14.746,2.89,-1.038
14.779,2.762,-1.046
14.813,2.629,-1.055
14.846,2.494,-1.071
14.88,2.354,-1.085
14.913,2.214,-1.085
14.946,2.075,-1.075
14.98,1.94,-1.067
15.013,1.806,-1.066
15.046,1.677,-1.057
15.08,1.555,-1.035
15.113,1.441,-1.009
15.146,1.336,-0.992
15.18,1.24,-0.981
15.213,1.156,-0.969
15.247,1.083,-0.95
15.28,1.024,-0.931
15.313,0.978,-0.926
15.347,0.944,-0.926
15.38,0.925,-0.919
15.413,0.923,-0.905
15.447,0.934,-0.9
15.48,0.958,-0.906
15.513,0.995,-0.916
15.547,1.048,-0.918
15.58,1.113,-0.915
15.613,1.188,-0.923
15.647,1.274,-0.942
15.68,1.369,-0.963
15.714,1.474,-0.975
15.747,1.587,-0.981
15.78,1.707,-0.996
15.814,1.831,-1.016
15.847,1.96,-1.026
15.88,2.092,-1.023
15.914,2.225,-1.017
15.947,2.359,-1.017
15.98,2.493,-1.02
16.014,2.624,-1.011
16.047,2.751,-0.991
16.081,2.874,-0.974
16.114,2.991,-0.967
16.147,3.1,-0.963
16.181,3.201,-0.954
16.214,3.288,-0.935
16.247,3.363,-0.924
16.281,3.428,-0.924
16.314,3.477,-0.924
16.347,3.511,-0.917
16.381,3.53,-0.908
16.414,3.533,-0.91
16.448,3.522,-0.921
16.481,3.494,-0.93
16.514,3.45,-0.931
16.548,3.392,-0.937
16.581,3.321,-0.954
16.614,3.237,-0.979
16.648,3.142,-1
16.681,3.034,-1.012
16.714,2.917,-1.024
16.748,2.792,-1.046
16.781,2.663,-1.066
16.815,2.527,-1.073
16.848,2.39,-1.071
16.881,2.252,-1.07
16.915,2.113,-1.075
16.948,1.978,-1.074
16.981,1.845,-1.059
17.015,1.715,-1.039
17.048,1.592,-1.025
17.081,1.476,-1.017
17.115,1.368,-1.006
17.148,1.272,-0.985
17.182,1.186,-0.962
17.215,1.11,-0.951
17.248,1.046,-0.948
17.282,0.996,-0.937
17.315,0.962,-0.919
17.348,0.94,-0.907
17.382,0.932,-0.907
17.415,0.938,-0.913
17.448,0.959,-0.907
17.482,0.994,-0.901
17.515,1.041,-0.903
17.549,1.099,-0.918
17.582,1.169,-0.936
17.615,1.251,-0.947
17.649,1.345,-0.953
17.682,1.448,-0.968
17.715,1.557,-0.991
17.749,1.675,-1.006
17.782,1.798,-1.008
17.815,1.925,-1.008
17.849,2.057,-1.014
17.882,2.189,-1.024
17.915,2.303,-0.968
17.949,2.437,-0.953
17.982,2.568,-0.941
18.016,2.698,-0.937
18.049,2.82,-0.933
18.082,2.938,-0.922
18.116,3.042,-0.903
18.149,3.146,-0.89
18.182,3.235,-0.886
18.216,3.313,-0.881
18.249,3.376,-0.868
18.282,3.424,-0.853
18.316,3.459,-0.848
18.349,3.481,-0.854
18.383,3.485,-0.856
18.416,3.475,-0.851
18.449,3.445,-0.851
18.483,3.4,-0.863
18.516,3.347,-0.885
18.549,3.279,-0.906
18.583,3.196,-0.919
18.616,3.098,-0.933
18.649,2.997,-0.957
18.683,2.885,-0.981
18.716,2.764,-0.996
18.75,2.631,-1
18.783,2.513,-1.006
18.816,2.379,-1.018
18.85,2.242,-1.023
18.883,2.106,-1.016
18.916,1.972,-1.003
18.95,1.842,-0.995
18.983,1.711,-0.991
19.016,1.59,-0.983
19.05,1.474,-0.966
19.083,1.365,-0.945
19.117,1.267,-0.934
19.15,1.178,-0.928
19.183,1.1,-0.912
19.217,1.037,-0.89
19.25,0.987,-0.871
19.283,0.949,-0.864
19.317,0.924,-0.864
19.35,0.914,-0.852
19.383,0.92,-0.838
19.417,0.94,-0.835
19.45,0.973,-0.847
19.484,1.017,-0.862
19.517,1.073,-0.871
19.55,1.144,-0.875
19.584,1.226,-0.891
19.617,1.316,-0.916
19.65,1.416,-0.932
19.684,1.524,-0.939
19.717,1.64,-0.942
19.75,1.761,-0.953
19.784,1.888,-0.968
19.817,2.008,-0.971
19.85,2.141,-0.961
19.884,2.274,-0.954
19.917,2.408,-0.953
19.951,2.53,-0.955
19.984,2.656,-0.95
20.017,2.785,-0.933
20.051,2.901,-0.92
20.084,3.012,-0.917
20.117,3.113,-0.913
20.151,3.203,-0.897
20.184,3.283,-0.879
20.217,3.349,-0.865
20.251,3.406,-0.864
20.284,3.446,-0.86
20.318,3.466,-0.849
20.351,3.473,-0.839
20.384,3.468,-0.844
20.418,3.447,-0.858
20.451,3.412,-0.872
20.484,3.362,-0.881
20.518,3.294,-0.891
20.551,3.212,-0.915
20.584,3.122,-0.941
20.618,3.017,-0.958
20.651,2.905,-0.966
20.685,2.786,-0.974
20.718,2.659,-0.99
20.751,2.528,-1.006
20.785,2.393,-1.006
20.818,2.252,-0.999
20.851,2.115,-0.998
20.885,1.967,-1.002
20.918,1.837,-1.003
20.951,1.71,-0.992
20.985,1.586,-0.974
21.018,1.47,-0.965
21.052,1.38,-0.96
21.085,1.281,-0.945
21.118,1.193,-0.92
21.152,1.112,-0.898
21.185,1.044,-0.886
21.218,0.987,-0.88
21.252,0.947,-0.864
21.285,0.919,-0.842
21.318,0.908,-0.834
21.352,0.908,-0.837
21.385,0.921,-0.845
21.419,0.948,-0.849
21.452,0.99,-0.849
21.485,1.045,-0.86
21.519,1.112,-0.881
21.552,1.192,-0.898
21.585,1.28,-0.906
21.619,1.38,-0.912
21.652,1.487,-0.926
21.685,1.602,-0.946
21.719,1.723,-0.957
21.752,1.85,-0.953
21.785,1.978,-0.952
21.819,2.094,-0.958
21.852,2.23,-0.968
21.886,2.373,-0.967
21.919,2.507,-0.956
21.952,2.635,-0.947
21.986,2.759,-0.946
22.019,2.88,-0.945
22.052,2.99,-0.93
22.086,3.091,-0.909
22.119,3.182,-0.894
22.152,3.265,-0.888
22.186,3.334,-0.881
22.219,3.387,-0.865
22.253,3.428,-0.849
22.286,3.453,-0.844
22.319,3.468,-0.852
22.353,3.467,-0.861
22.386,3.453,-0.864
22.419,3.413,-0.867
22.453,3.371,-0.884
22.486,3.313,-0.907
22.519,3.238,-0.924
22.553,3.146,-0.932
22.586,3.049,-0.942
22.62,2.941,-0.959
22.653,2.823,-0.979
22.686,2.697,-0.988
22.72,2.565,-0.988
22.753,2.432,-0.992
22.786,2.296,-1.002
22.82,2.161,-1.011
22.853,2.025,-1.009
22.886,1.895,-0.998
22.92,1.765,-0.994
22.953,1.639,-0.994
22.987,1.52,-0.986
23.02,1.409,-0.965
23.053,1.307,-0.942
23.087,1.215,-0.926
23.12,1.133,-0.916
23.153,1.062,-0.899
23.187,1.006,-0.873
23.22,0.959,-0.854
23.253,0.927,-0.848
23.287,0.908,-0.85
23.32,0.904,-0.851
23.354,0.915,-0.845
23.387,0.941,-0.849
23.42,0.973,-0.863
23.454,1.022,-0.879
23.487,1.085,-0.884
23.52,1.158,-0.887
23.554,1.231,-0.899
23.587,1.326,-0.918
23.62,1.427,-0.934
23.654,1.546,-0.936
23.687,1.669,-0.939
23.721,1.792,-0.948
23.754,1.915,-0.963
23.787,2.048,-0.97
23.821,2.178,-0.968
23.854,2.31,-0.963
23.887,2.444,-0.965
23.921,2.572,-0.968
23.954,2.693,-0.959
23.987,2.811,-0.94
24.021,2.928,-0.923
24.054,3.032,-0.915
24.087,3.128,-0.908
24.121,3.213,-0.889
24.154,3.285,-0.867
24.188,3.346,-0.854
24.221,3.395,-0.854
24.254,3.429,-0.857
24.288,3.448,-0.856
24.321,3.449,-0.853
24.354,3.435,-0.861
24.388,3.415,-0.883
24.421,3.372,-0.895
24.454,3.319,-0.901
24.488,3.249,-0.908
24.521,3.15,-0.926
24.555,3.053,-0.948
24.588,2.948,-0.958
24.621,2.831,-0.962
24.655,2.71,-0.97
24.688,2.583,-0.986
24.721,2.451,-1.001
24.755,2.318,-1.005
24.788,2.182,-1.002
24.821,2.045,-1.003
24.855,1.913,-1.009
24.888,1.797,-1.008
24.922,1.671,-0.993
24.955,1.551,-0.974
24.988,1.44,-0.958
25.022,1.339,-0.95
25.055,1.247,-0.933
25.088,1.164,-0.907
25.122,1.092,-0.883
25.155,1.031,-0.871
25.188,0.982,-0.868
25.222,0.951,-0.861
25.255,0.931,-0.848
25.289,0.926,-0.843
25.322,0.931,-0.851
25.355,0.95,-0.862
25.389,0.982,-0.865
25.422,1.028,-0.865
25.455,1.087,-0.873
25.489,1.156,-0.892
25.522,1.234,-0.908
25.555,1.327,-0.914
25.589,1.428,-0.918
25.622,1.538,-0.931
25.656,1.654,-0.95
25.689,1.776,-0.965
25.722,1.876,-0.968
25.756,2.005,-0.967
25.789,2.134,-0.975
25.822,2.266,-0.987
25.856,2.397,-0.986
25.889,2.539,-0.971
25.922,2.677,-0.957
25.956,2.804,-0.948
25.989,2.919,-0.941
26.022,3.026,-0.924
26.056,3.121,-0.9
26.089,3.215,-0.884
26.123,3.296,-0.878
26.156,3.361,-0.876
26.189,3.407,-0.868
26.223,3.446,-0.857
26.256,3.468,-0.857
26.289,3.475,-0.869
26.323,3.464,-0.876
26.356,3.436,-0.879
26.389,3.398,-0.881
26.423,3.343,-0.891
26.456,3.274,-0.912
26.49,3.191,-0.924
26.523,3.099,-0.928
26.556,2.994,-0.935
26.59,2.882,-0.953
26.623,2.754,-0.974
26.656,2.645,-0.985
26.69,2.497,-0.991
26.723,2.363,-0.997
26.756,2.229,-1.008
26.79,2.094,-1.013
26.823,1.965,-1.008
26.857,1.836,-0.993
26.89,1.711,-0.983
26.923,1.592,-0.976
26.957,1.479,-0.965
26.99,1.374,-0.94
27.023,1.278,-0.916
27.057,1.191,-0.901
27.09,1.112,-0.893
27.123,1.049,-0.881
27.157,0.986,-0.866
27.19,0.946,-0.852
27.224,0.92,-0.852
27.257,0.908,-0.857
27.29,0.911,-0.854
27.324,0.927,-0.848
27.357,0.969,-0.849
27.39,1.012,-0.861
27.424,1.068,-0.875
27.457,1.142,-0.878
27.49,1.223,-0.881
27.524,1.312,-0.894
27.557,1.409,-0.917
27.591,1.518,-0.937
27.624,1.629,-0.947
27.657,1.749,-0.953
27.691,1.875,-0.967
27.724,2.003,-0.984
27.757,2.136,-0.989
27.791,2.265,-0.983
27.824,2.401,-0.974
27.857,2.527,-0.972
27.891,2.648,-0.973
27.924,2.77,-0.959
27.957,2.886,-0.936
27.991,2.997,-0.918
28.024,3.102,-0.91
28.058,3.195,-0.904
28.091,3.277,-0.893
28.124,3.342,-0.875
28.158,3.401,-0.866
28.191,3.442,-0.869
28.224,3.466,-0.872
28.258,3.477,-0.866
28.291,3.468,-0.862
28.324,3.445,-0.868
28.358,3.407,-0.885
28.391,3.357,-0.895
28.425,3.291,-0.898
28.458,3.213,-0.904
28.491,3.121,-0.921
28.525,3.025,-0.942
28.558,2.917,-0.959
28.591,2.8,-0.967
28.625,2.661,-0.979
28.658,2.537,-0.997
28.691,2.408,-1.011
28.725,2.279,-1.012
28.758,2.146,-1.003
28.792,2.015,-0.998
28.825,1.885,-0.997
28.858,1.756,-0.991
28.892,1.634,-0.973
28.925,1.519,-0.951
