t,x,y
3.436,0.133,-1.80E-02
3.47,0.121,-1.78E-02
3.503,0.109,-1.87E-02
3.536,9.65E-02,-2.00E-02
3.57,8.39E-02,-2.08E-02
3.603,7.11E-02,-2.09E-02
3.637,5.83E-02,-2.07E-02
3.67,4.56E-02,-2.11E-02
3.703,3.36E-02,-2.13E-02
3.737,2.19E-02,-2.15E-02
3.77,1.08E-02,-2.09E-02
3.803,5.99E-04,-2.03E-02
3.837,-8.77E-03,-2.01E-02
3.87,-1.70E-02,-1.98E-02
3.903,-2.46E-02,-2.02E-02
3.937,-3.08E-02,-2.13E-02
3.97,-3.56E-02,-2.14E-02
4.004,-3.91E-02,-2.03E-02
4.037,-4.14E-02,-1.96E-02
4.07,-4.23E-02,-2.05E-02
4.104,-4.19E-02,-2.13E-02
4.137,-3.99E-02,-2.15E-02
4.17,-3.65E-02,-2.10E-02
4.204,-3.16E-02,-2.12E-02
4.237,-2.57E-02,-2.25E-02
4.27,-1.84E-02,-2.33E-02
4.304,-1.00E-02,-2.36E-02
4.337,-7.43E-04,-2.35E-02
4.371,9.38E-03,-2.40E-02
4.404,2.04E-02,-2.35E-02
4.437,3.19E-02,-2.28E-02
4.471,4.41E-02,-2.31E-02
4.504,5.68E-02,-2.36E-02
4.537,6.94E-02,-2.36E-02
4.571,8.23E-02,-2.27E-02
4.604,9.50E-02,-2.14E-02
4.637,0.108,-2.09E-02
4.671,0.12,-2.05E-02
4.704,0.131,-1.98E-02
4.738,0.143,-1.86E-02
4.771,0.153,-1.75E-02
4.804,0.162,-1.63E-02
4.838,0.17,-1.57E-02
4.871,0.177,-1.56E-02
4.904,0.183,-1.60E-02
4.938,0.188,-1.52E-02
4.971,0.192,-1.37E-02
5.004,0.194,-1.28E-02
5.038,0.195,-1.31E-02
5.071,0.194,-1.39E-02
5.105,0.192,-1.37E-02
5.138,0.189,-1.33E-02
5.171,0.184,-1.36E-02
5.205,0.179,-1.50E-02
5.238,0.172,-1.58E-02
5.271,0.164,-1.62E-02
5.305,0.155,-1.67E-02
5.338,0.145,-1.77E-02
5.371,0.134,-1.79E-02
5.405,0.123,-1.78E-02
5.438,0.111,-1.87E-02
5.472,9.87E-02,-2.01E-02
5.505,8.60E-02,-2.07E-02
5.538,7.33E-02,-2.08E-02
5.572,6.05E-02,-2.06E-02
5.605,4.78E-02,-2.07E-02
5.638,3.57E-02,-2.13E-02
5.672,2.39E-02,-2.14E-02
5.705,1.27E-02,-2.09E-02
5.738,2.20E-03,-2.04E-02
5.772,-7.36E-03,-2.02E-02
5.805,-1.61E-02,-2.03E-02
5.838,-2.38E-02,-2.09E-02
5.872,-3.04E-02,-2.18E-02
5.905,-3.57E-02,-2.18E-02
5.939,-3.94E-02,-2.07E-02
5.972,-4.18E-02,-2.03E-02
6.005,-4.30E-02,-2.12E-02
6.039,-4.28E-02,-2.22E-02
6.072,-4.12E-02,-2.24E-02
6.105,-3.82E-02,-2.20E-02
6.139,-3.39E-02,-2.23E-02
6.172,-2.81E-02,-2.36E-02
6.205,-2.11E-02,-2.43E-02
6.239,-1.32E-02,-2.45E-02
6.272,-4.08E-03,-2.46E-02
6.306,6.08E-03,-2.49E-02
6.339,1.67E-02,-2.46E-02
6.372,2.81E-02,-2.39E-02
6.406,4.00E-02,-2.44E-02
6.439,5.26E-02,-2.52E-02
6.472,6.52E-02,-2.52E-02
6.506,7.81E-02,-2.43E-02
6.539,9.10E-02,-2.35E-02
6.572,0.104,-2.30E-02
6.606,0.116,-2.26E-02
6.639,0.128,-2.19E-02
6.673,0.139,-2.05E-02
6.706,0.15,-1.90E-02
6.739,0.159,-1.78E-02
6.773,0.168,-1.72E-02
6.806,0.176,-1.69E-02
6.839,0.182,-1.73E-02
6.873,0.187,-1.63E-02
6.906,0.192,-1.48E-02
6.939,0.194,-1.37E-02
6.973,0.195,-1.42E-02
7.006,0.196,-1.48E-02
7.04,0.194,-1.45E-02
7.073,0.191,-1.42E-02
7.106,0.187,-1.46E-02
7.14,0.181,-1.58E-02
7.173,0.173,-1.65E-02
7.206,0.164,-1.64E-02
7.24,0.154,-1.65E-02
7.273,0.144,-1.69E-02
7.306,0.134,-1.69E-02
7.34,0.123,-1.69E-02
7.373,0.113,-1.84E-02
7.407,0.101,-1.96E-02
7.44,8.83E-02,-2.02E-02
7.473,7.59E-02,-2.03E-02
7.507,6.31E-02,-2.02E-02
7.54,5.08E-02,-2.08E-02
7.573,3.87E-02,-2.13E-02
7.607,2.70E-02,-2.14E-02
7.64,1.57E-02,-2.09E-02
7.673,5.12E-03,-2.04E-02
7.707,-4.45E-03,-2.03E-02
7.74,-1.32E-02,-2.03E-02
7.774,-2.10E-02,-2.09E-02
7.807,-2.76E-02,-2.18E-02
7.84,-3.29E-02,-2.16E-02
7.874,-3.71E-02,-2.02E-02
7.907,-4.00E-02,-1.99E-02
7.94,-4.13E-02,-2.07E-02
7.974,-4.14E-02,-2.17E-02
8.007,-4.00E-02,-2.16E-02
8.04,-3.71E-02,-2.13E-02
8.074,-3.32E-02,-2.16E-02
8.107,-2.79E-02,-2.29E-02
8.141,-2.14E-02,-2.34E-02
8.174,-1.36E-02,-2.35E-02
8.207,-4.81E-03,-2.36E-02
8.241,4.81E-03,-2.40E-02
8.274,1.54E-02,-2.36E-02
8.307,2.69E-02,-2.30E-02
8.341,3.87E-02,-2.34E-02
8.374,5.10E-02,-2.41E-02
8.407,6.35E-02,-2.40E-02
8.441,7.60E-02,-2.32E-02
8.474,8.89E-02,-2.25E-02
8.508,0.101,-2.20E-02
8.541,0.114,-2.16E-02
8.574,0.125,-2.07E-02
8.608,0.137,-1.95E-02
8.641,0.147,-1.82E-02
8.674,0.157,-1.73E-02
8.708,0.165,-1.66E-02
8.741,0.173,-1.66E-02
8.774,0.18,-1.69E-02
8.808,0.185,-1.59E-02
8.841,0.189,-1.40E-02
8.875,0.192,-1.33E-02
8.908,0.193,-1.37E-02
8.941,0.193,-1.42E-02
8.975,0.192,-1.37E-02
9.008,0.189,-1.33E-02
9.041,0.185,-1.36E-02
9.075,0.18,-1.49E-02
9.108,0.173,-1.56E-02
9.141,0.166,-1.60E-02
9.175,0.157,-1.62E-02
9.208,0.148,-1.71E-02
9.242,0.137,-1.69E-02
9.275,0.126,-1.69E-02
9.308,0.115,-1.79E-02
9.342,0.103,-1.92E-02
9.375,9.04E-02,-2.00E-02
9.408,7.79E-02,-1.99E-02
9.442,6.56E-02,-1.99E-02
9.475,5.33E-02,-2.03E-02
9.508,4.13E-02,-2.09E-02
9.542,2.95E-02,-2.09E-02
9.575,1.82E-02,-2.04E-02
9.608,7.58E-03,-1.99E-02
9.642,-2.39E-03,-1.98E-02
9.675,-1.14E-02,-1.98E-02
9.709,-1.95E-02,-2.05E-02
9.742,-2.62E-02,-2.13E-02
9.775,-3.17E-02,-2.10E-02
9.809,-3.58E-02,-1.98E-02
9.842,-3.88E-02,-1.94E-02
9.875,-4.06E-02,-2.02E-02
9.909,-4.07E-02,-2.12E-02
9.942,-3.98E-02,-2.07E-02
9.975,-3.74E-02,-2.05E-02
10.009,-3.35E-02,-2.09E-02
10.042,-2.87E-02,-2.22E-02
10.076,-2.23E-02,-2.27E-02
10.109,-1.49E-02,-2.25E-02
10.142,-6.13E-03,-2.27E-02
10.176,3.47E-03,-2.29E-02
10.209,1.38E-02,-2.26E-02
10.242,2.47E-02,-2.20E-02
10.276,3.65E-02,-2.25E-02
10.309,4.88E-02,-2.33E-02
10.342,6.13E-02,-2.35E-02
10.376,7.39E-02,-2.28E-02
10.409,8.67E-02,-2.20E-02
10.443,9.95E-02,-2.17E-02
10.476,0.112,-2.16E-02
10.509,0.123,-2.07E-02
10.543,0.135,-1.96E-02
10.576,0.145,-1.80E-02
10.609,0.155,-1.71E-02
10.643,0.164,-1.65E-02
10.676,0.172,-1.64E-02
10.709,0.178,-1.64E-02
10.743,0.184,-1.52E-02
10.776,0.188,-1.36E-02
10.81,0.191,-1.28E-02
10.843,0.193,-1.32E-02
10.876,0.193,-1.36E-02
10.91,0.192,-1.32E-02
10.943,0.19,-1.27E-02
10.976,0.186,-1.31E-02
11.01,0.181,-1.43E-02
11.043,0.175,-1.50E-02
11.076,0.167,-1.50E-02
11.11,0.159,-1.53E-02
11.143,0.15,-1.60E-02
11.177,0.14,-1.59E-02
11.21,0.129,-1.59E-02
11.243,0.118,-1.69E-02
11.277,0.106,-1.83E-02
11.31,9.35E-02,-1.90E-02
11.343,8.12E-02,-1.89E-02
11.377,6.88E-02,-1.89E-02
11.41,5.65E-02,-1.94E-02
11.443,4.44E-02,-1.99E-02
11.477,3.25E-02,-1.99E-02
11.51,2.12E-02,-1.95E-02
11.544,1.05E-02,-1.90E-02
11.577,4.11E-04,-1.89E-02
11.61,-8.84E-03,-1.88E-02
11.644,-1.72E-02,-1.96E-02
11.677,-2.44E-02,-2.07E-02
11.71,-3.02E-02,-2.04E-02
11.744,-3.46E-02,-1.92E-02
11.777,-3.79E-02,-1.90E-02
11.81,-3.99E-02,-1.99E-02
11.844,-4.05E-02,-2.05E-02
11.877,-3.95E-02,-2.01E-02
11.911,-3.72E-02,-1.97E-02
11.944,-3.38E-02,-2.05E-02
11.977,-2.90E-02,-2.17E-02
12.011,-2.31E-02,-2.21E-02
12.044,-1.57E-02,-2.20E-02
12.077,-7.42E-03,-2.23E-02
12.111,1.84E-03,-2.28E-02
12.144,1.20E-02,-2.26E-02
12.177,2.29E-02,-2.21E-02
12.211,3.43E-02,-2.26E-02
12.244,4.65E-02,-2.33E-02
12.278,5.87E-02,-2.34E-02
12.311,7.13E-02,-2.28E-02
12.344,8.41E-02,-2.21E-02
12.378,9.64E-02,-2.18E-02
12.411,0.109,-2.17E-02
12.444,0.121,-2.07E-02
12.478,0.132,-1.92E-02
12.511,0.143,-1.81E-02
12.544,0.153,-1.71E-02
12.578,0.162,-1.65E-02
12.611,0.17,-1.64E-02
12.645,0.177,-1.64E-02
12.678,0.183,-1.50E-02
12.711,0.187,-1.31E-02
12.745,0.19,-1.24E-02
12.778,0.192,-1.26E-02
12.811,0.193,-1.29E-02
12.845,0.192,-1.21E-02
12.878,0.19,-1.17E-02
12.911,0.186,-1.21E-02
12.945,0.181,-1.33E-02
12.978,0.175,-1.39E-02
13.011,0.169,-1.39E-02
13.045,0.16,-1.43E-02
13.078,0.151,-1.49E-02
13.112,0.141,-1.48E-02
13.145,0.131,-1.49E-02
13.178,0.119,-1.60E-02
13.212,0.108,-1.72E-02
13.245,9.53E-02,-1.78E-02
13.278,8.28E-02,-1.79E-02
13.312,7.04E-02,-1.79E-02
13.345,5.81E-02,-1.85E-02
13.378,4.60E-02,-1.90E-02
13.412,3.41E-02,-1.89E-02
13.445,2.27E-02,-1.85E-02
13.479,1.20E-02,-1.81E-02
13.512,1.87E-03,-1.80E-02
13.545,-7.50E-03,-1.79E-02
13.579,-1.58E-02,-1.87E-02
13.612,-2.30E-02,-1.98E-02
13.645,-2.90E-02,-1.92E-02
13.679,-3.38E-02,-1.83E-02
13.712,-3.72E-02,-1.81E-02
13.745,-3.96E-02,-1.93E-02
13.779,-4.08E-02,-2.00E-02
13.812,-4.03E-02,-1.95E-02
13.846,-3.84E-02,-1.92E-02
13.879,-3.51E-02,-2.00E-02
13.912,-3.08E-02,-2.12E-02
13.946,-2.49E-02,-2.16E-02
13.979,-1.79E-02,-2.14E-02
14.012,-9.73E-03,-2.19E-02
14.046,-5.21E-04,-2.23E-02
14.079,9.63E-03,-2.20E-02
14.112,2.03E-02,-2.18E-02
14.146,3.16E-02,-2.26E-02
14.179,4.34E-02,-2.34E-02
14.213,5.56E-02,-2.34E-02
14.246,6.81E-02,-2.28E-02
14.279,8.05E-02,-2.23E-02
14.313,9.32E-02,-2.22E-02
14.346,0.105,-2.23E-02
14.379,0.117,-2.15E-02
14.413,0.129,-2.02E-02
14.446,0.139,-1.91E-02
14.479,0.149,-1.81E-02
14.513,0.159,-1.71E-02
14.546,0.167,-1.73E-02
14.58,0.174,-1.74E-02
14.613,0.18,-1.58E-02
14.646,0.185,-1.41E-02
14.68,0.188,-1.35E-02
14.713,0.191,-1.40E-02
14.746,0.192,-1.39E-02
14.78,0.191,-1.30E-02
14.813,0.189,-1.26E-02
14.846,0.186,-1.32E-02
14.88,0.182,-1.42E-02
14.913,0.176,-1.48E-02
14.947,0.169,-1.48E-02
14.98,0.162,-1.53E-02
15.013,0.153,-1.58E-02
15.047,0.143,-1.57E-02
15.08,0.133,-1.61E-02
15.113,0.122,-1.74E-02
15.147,0.11,-1.88E-02
15.18,9.81E-02,-1.94E-02
15.213,8.59E-02,-1.94E-02
15.247,7.35E-02,-1.95E-02
15.28,6.12E-02,-2.00E-02
15.314,4.91E-02,-2.05E-02
15.347,3.71E-02,-2.04E-02
15.38,2.58E-02,-2.00E-02
15.414,1.50E-02,-1.96E-02
15.447,4.86E-03,-1.95E-02
15.48,-4.59E-03,-1.94E-02
15.514,-1.30E-02,-2.03E-02
15.547,-2.06E-02,-2.13E-02
15.58,-2.66E-02,-2.06E-02
15.614,-3.15E-02,-1.94E-02
15.647,-3.54E-02,-1.93E-02
15.681,-3.79E-02,-2.03E-02
15.714,-3.90E-02,-2.10E-02
15.747,-3.86E-02,-2.05E-02
15.781,-3.72E-02,-2.02E-02
15.814,-3.45E-02,-2.12E-02
15.847,-3.02E-02,-2.21E-02
15.881,-2.46E-02,-2.25E-02
15.914,-1.78E-02,-2.24E-02
15.947,-9.95E-03,-2.30E-02
15.981,-1.23E-03,-2.33E-02
16.014,8.44E-03,-2.30E-02
16.048,1.90E-02,-2.29E-02
16.081,3.03E-02,-2.37E-02
16.114,4.22E-02,-2.44E-02
16.148,5.43E-02,-2.44E-02
16.181,6.65E-02,-2.38E-02
16.214,7.90E-02,-2.33E-02
16.248,9.12E-02,-2.33E-02
16.281,0.103,-2.32E-02
16.314,0.115,-2.21E-02
16.348,0.127,-2.07E-02
16.381,0.137,-1.97E-02
16.415,0.147,-1.90E-02
16.448,0.157,-1.82E-02
16.481,0.165,-1.83E-02
16.515,0.172,-1.82E-02
16.548,0.178,-1.67E-02
16.581,0.183,-1.50E-02
16.615,0.187,-1.46E-02
16.648,0.19,-1.51E-02
16.681,0.191,-1.52E-02
16.715,0.19,-1.43E-02
16.748,0.189,-1.37E-02
16.781,0.186,-1.42E-02
16.815,0.181,-1.51E-02
16.848,0.176,-1.56E-02
16.882,0.17,-1.57E-02
16.915,0.162,-1.63E-02
16.948,0.153,-1.67E-02
16.982,0.144,-1.67E-02
17.015,0.134,-1.71E-02
17.048,0.123,-1.80E-02
17.082,0.111,-1.92E-02
17.115,9.97E-02,-1.98E-02
17.148,8.77E-02,-1.98E-02
17.182,7.52E-02,-2.00E-02
17.215,6.28E-02,-2.06E-02
17.249,5.07E-02,-2.10E-02
17.282,3.87E-02,-2.09E-02
17.315,2.73E-02,-2.05E-02
17.349,1.65E-02,-2.02E-02
17.382,6.30E-03,-2.05E-02
17.415,-3.10E-03,-2.06E-02
17.449,-1.16E-02,-2.13E-02
17.482,-1.92E-02,-2.21E-02
17.515,-2.58E-02,-2.10E-02
17.549,-3.11E-02,-1.99E-02
17.582,-3.52E-02,-1.99E-02
17.616,-3.81E-02,-2.09E-02
17.649,-3.97E-02,-2.13E-02
17.682,-3.99E-02,-2.09E-02
17.716,-3.85E-02,-2.08E-02
17.749,-3.57E-02,-2.17E-02
17.782,-3.19E-02,-2.25E-02
17.816,-2.68E-02,-2.29E-02
17.849,-2.05E-02,-2.30E-02
17.882,-1.28E-02,-2.35E-02
17.916,-4.06E-03,-2.37E-02
17.949,5.65E-03,-2.31E-02
17.983,1.62E-02,-2.30E-02
18.016,2.71E-02,-2.38E-02
18.049,3.89E-02,-2.49E-02
18.083,5.11E-02,-2.48E-02
18.116,6.34E-02,-2.43E-02
18.149,7.58E-02,-2.39E-02
18.183,8.80E-02,-2.39E-02
18.216,0.1,-2.38E-02
18.249,0.112,-2.30E-02
18.283,0.124,-2.17E-02
18.316,0.135,-2.07E-02
18.35,0.145,-2.01E-02
18.383,0.154,-1.93E-02
18.416,0.163,-1.94E-02
18.45,0.171,-1.92E-02
18.483,0.177,-1.76E-02
18.516,0.182,-1.56E-02
18.55,0.186,-1.51E-02
18.583,0.189,-1.55E-02
18.616,0.19,-1.51E-02
18.65,0.191,-1.43E-02
18.683,0.189,-1.37E-02
18.717,0.187,-1.42E-02
18.75,0.183,-1.50E-02
18.783,0.178,-1.56E-02
18.817,0.172,-1.56E-02
18.85,0.164,-1.62E-02
18.883,0.156,-1.66E-02
18.917,0.147,-1.66E-02
18.95,0.137,-1.72E-02
18.983,0.126,-1.84E-02
19.017,0.115,-1.97E-02
19.05,0.103,-2.03E-02
19.084,9.08E-02,-2.04E-02
19.117,7.88E-02,-2.07E-02
19.15,6.65E-02,-2.11E-02
19.184,5.43E-02,-2.15E-02
19.217,4.23E-02,-2.14E-02
19.25,3.08E-02,-2.11E-02
19.284,1.99E-02,-2.08E-02
19.317,9.45E-03,-2.10E-02
19.35,-1.92E-04,-2.11E-02
19.384,-9.13E-03,-2.20E-02
19.417,-1.69E-02,-2.26E-02
19.451,-2.34E-02,-2.15E-02
19.484,-2.88E-02,-2.04E-02
19.517,-3.34E-02,-2.05E-02
19.551,-3.63E-02,-2.13E-02
19.584,-3.80E-02,-2.18E-02
19.617,-3.81E-02,-2.14E-02
19.651,-3.73E-02,-2.13E-02
19.684,-3.50E-02,-2.23E-02
19.717,-3.12E-02,-2.35E-02
19.751,-2.62E-02,-2.39E-02
19.784,-1.98E-02,-2.39E-02
19.818,-1.26E-02,-2.46E-02
19.851,-4.30E-03,-2.47E-02
19.884,4.94E-03,-2.40E-02
19.918,1.50E-02,-2.41E-02
19.951,2.59E-02,-2.49E-02
19.984,3.72E-02,-2.59E-02
20.018,4.90E-02,-2.59E-02
20.051,6.11E-02,-2.53E-02
20.084,7.36E-02,-2.50E-02
20.118,8.59E-02,-2.50E-02
20.151,9.82E-02,-2.48E-02
20.185,0.11,-2.41E-02
20.218,0.122,-2.27E-02
20.251,0.133,-2.18E-02
20.285,0.143,-2.11E-02
20.318,0.153,-2.03E-02
20.351,0.161,-2.04E-02
20.385,0.169,-2.00E-02
20.418,0.176,-1.80E-02
20.451,0.181,-1.61E-02
20.485,0.185,-1.57E-02
20.518,0.188,-1.59E-02
20.551,0.19,-1.54E-02
20.585,0.19,-1.42E-02
20.618,0.189,-1.37E-02
20.652,0.186,-1.42E-02
20.685,0.183,-1.49E-02
20.718,0.178,-1.49E-02
20.752,0.172,-1.46E-02
20.785,0.165,-1.53E-02
20.818,0.157,-1.54E-02
20.852,0.148,-1.51E-02
20.885,0.138,-1.57E-02
20.918,0.127,-1.70E-02
20.952,0.116,-1.81E-02
20.985,0.105,-1.87E-02
21.019,9.29E-02,-1.88E-02
21.052,8.10E-02,-1.92E-02
21.085,6.87E-02,-2.01E-02
21.119,5.64E-02,-2.06E-02
21.152,4.48E-02,-2.04E-02
21.185,3.34E-02,-2.01E-02
21.219,2.25E-02,-1.98E-02
21.252,1.19E-02,-2.01E-02
21.285,2.27E-03,-2.03E-02
21.319,-6.74E-03,-2.14E-02
21.352,-1.45E-02,-2.20E-02
21.386,-2.14E-02,-2.10E-02
21.419,-2.71E-02,-1.99E-02
21.452,-3.16E-02,-2.02E-02
21.486,-3.50E-02,-2.13E-02
21.519,-3.72E-02,-2.18E-02
21.552,-3.78E-02,-2.13E-02
21.586,-3.71E-02,-2.14E-02
21.619,-3.52E-02,-2.24E-02
21.652,-3.20E-02,-2.34E-02
21.686,-2.75E-02,-2.38E-02
21.719,-2.16E-02,-2.40E-02
21.753,-1.44E-02,-2.46E-02
21.786,-6.11E-03,-2.46E-02
21.819,3.14E-03,-2.40E-02
21.853,1.31E-02,-2.41E-02
21.886,2.37E-02,-2.50E-02
21.919,3.50E-02,-2.59E-02
21.953,4.68E-02,-2.58E-02
21.986,5.89E-02,-2.53E-02
22.019,7.10E-02,-2.47E-02
22.053,8.33E-02,-2.45E-02
22.086,9.55E-02,-2.44E-02
22.12,0.108,-2.35E-02
22.153,0.119,-2.22E-02
22.186,0.13,-2.15E-02
22.22,0.141,-2.06E-02
22.253,0.151,-1.98E-02
22.286,0.159,-2.00E-02
22.32,0.167,-1.94E-02
22.353,0.174,-1.75E-02
22.386,0.179,-1.56E-02
22.42,0.184,-1.53E-02
22.453,0.187,-1.54E-02
22.487,0.188,-1.48E-02
22.52,0.189,-1.36E-02
22.553,0.188,-1.32E-02
22.587,0.186,-1.37E-02
22.62,0.183,-1.43E-02
22.653,0.178,-1.43E-02
22.687,0.173,-1.41E-02
22.72,0.166,-1.47E-02
22.753,0.158,-1.49E-02
22.787,0.149,-1.46E-02
22.82,0.139,-1.53E-02
22.854,0.129,-1.66E-02
22.887,0.118,-1.76E-02
22.92,0.107,-1.77E-02
22.954,9.52E-02,-1.79E-02
22.987,8.32E-02,-1.83E-02
23.02,7.12E-02,-1.91E-02
23.054,5.91E-02,-1.95E-02
23.087,4.74E-02,-1.94E-02
23.12,3.59E-02,-1.92E-02
23.154,2.51E-02,-1.94E-02
23.187,1.43E-02,-1.96E-02
23.221,4.69E-03,-1.98E-02
23.254,-4.26E-03,-2.09E-02
23.287,-1.25E-02,-2.15E-02
23.321,-1.96E-02,-2.04E-02
23.354,-2.53E-02,-1.95E-02
23.387,-3.02E-02,-1.98E-02
23.421,-3.37E-02,-2.08E-02
23.454,-3.59E-02,-2.11E-02
23.487,-3.66E-02,-2.04E-02
23.521,-3.63E-02,-2.04E-02
23.554,-3.45E-02,-2.13E-02
23.588,-3.17E-02,-2.24E-02
23.621,-2.73E-02,-2.27E-02
23.654,-2.18E-02,-2.25E-02
23.688,-1.52E-02,-2.31E-02
23.721,-7.34E-03,-2.31E-02
23.754,1.42E-03,-2.26E-02
23.788,1.10E-02,-2.28E-02
23.821,2.14E-02,-2.39E-02
23.854,3.24E-02,-2.49E-02
23.888,4.40E-02,-2.47E-02
23.921,5.58E-02,-2.39E-02
23.955,6.78E-02,-2.38E-02
23.988,8.02E-02,-2.40E-02
24.021,9.24E-02,-2.38E-02
24.055,0.105,-2.31E-02
24.088,0.116,-2.18E-02
24.121,0.127,-2.10E-02
24.155,0.138,-2.02E-02
24.188,0.148,-1.99E-02
24.221,0.156,-2.00E-02
24.255,0.165,-1.93E-02
24.288,0.171,-1.73E-02
24.321,0.177,-1.56E-02
24.355,0.181,-1.53E-02
24.388,0.185,-1.53E-02
24.422,0.187,-1.47E-02
24.455,0.188,-1.36E-02
24.488,0.187,-1.31E-02
24.522,0.185,-1.37E-02
24.555,0.182,-1.42E-02
24.588,0.178,-1.42E-02
24.622,0.173,-1.41E-02
24.655,0.166,-1.47E-02
24.688,0.158,-1.48E-02
24.722,0.15,-1.45E-02
24.755,0.14,-1.49E-02
24.789,0.13,-1.61E-02
24.822,0.119,-1.74E-02
24.855,0.108,-1.77E-02
24.889,9.64E-02,-1.79E-02
24.922,8.44E-02,-1.84E-02
24.955,7.25E-02,-1.91E-02
24.989,6.06E-02,-1.99E-02
25.022,4.90E-02,-1.98E-02
25.055,3.75E-02,-1.97E-02
25.089,2.66E-02,-1.99E-02
25.122,1.60E-02,-2.02E-02
25.156,6.18E-03,-2.04E-02
25.189,-2.86E-03,-2.15E-02
25.222,-1.11E-02,-2.19E-02
25.256,-1.82E-02,-2.09E-02
25.289,-2.43E-02,-2.01E-02
25.322,-2.94E-02,-2.04E-02
25.356,-3.34E-02,-2.12E-02
25.389,-3.57E-02,-2.15E-02
25.422,-3.68E-02,-2.09E-02
25.456,-3.66E-02,-2.10E-02
25.489,-3.53E-02,-2.20E-02
25.523,-3.25E-02,-2.28E-02
25.556,-2.85E-02,-2.31E-02
25.589,-2.32E-02,-2.30E-02
25.623,-1.69E-02,-2.37E-02
25.656,-9.18E-03,-2.35E-02
25.689,-4.13E-04,-2.31E-02
25.723,9.16E-03,-2.34E-02
25.756,1.91E-02,-2.45E-02
25.789,3.01E-02,-2.53E-02
25.823,4.14E-02,-2.53E-02
25.856,5.32E-02,-2.45E-02
25.89,6.51E-02,-2.44E-02
25.923,7.75E-02,-2.46E-02
25.956,8.98E-02,-2.44E-02
25.99,0.102,-2.35E-02
26.023,0.113,-2.23E-02
26.056,0.125,-2.15E-02
26.09,0.135,-2.08E-02
26.123,0.145,-2.04E-02
26.156,0.154,-2.05E-02
26.19,0.163,-1.97E-02
26.223,0.17,-1.78E-02
26.257,0.176,-1.61E-02
26.29,0.181,-1.59E-02
26.323,0.184,-1.57E-02
26.357,0.186,-1.51E-02
26.39,0.187,-1.39E-02
26.423,0.187,-1.32E-02
26.457,0.185,-1.37E-02
26.49,0.182,-1.41E-02
26.523,0.178,-1.41E-02
26.557,0.173,-1.41E-02
26.59,0.167,-1.47E-02
26.624,0.16,-1.47E-02
26.657,0.151,-1.44E-02
26.69,0.142,-1.49E-02
26.724,0.132,-1.61E-02
26.757,0.122,-1.73E-02
26.79,0.111,-1.76E-02
26.824,9.95E-02,-1.74E-02
26.857,8.80E-02,-1.80E-02
26.89,7.61E-02,-1.87E-02
26.924,6.43E-02,-1.94E-02
26.957,5.26E-02,-1.93E-02
26.991,4.11E-02,-1.92E-02
27.024,3.01E-02,-1.95E-02
27.057,1.94E-02,-1.97E-02
27.091,9.30E-03,-2.05E-02
27.124,1.50E-04,-2.15E-02
