t,x,y
31.895,0.125,-5.83E-02
31.928,0.104,-6.08E-02
31.961,8.22E-02,-6.40E-02
31.995,6.02E-02,-6.65E-02
32.028,3.83E-02,-6.78E-02
32.062,1.62E-02,-6.88E-02
32.095,-5.72E-03,-7.00E-02
32.128,-2.71E-02,-7.15E-02
32.162,-4.75E-02,-7.23E-02
32.195,-6.72E-02,-7.19E-02
32.228,-8.56E-02,-7.14E-02
