"Latest: Time (s)","Latest: GateState","Latest: Distance (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.769303,1,0,,
0.787458,0,,,
1.529425,1,0.05,0.0665634489889,0.00206423324549
1.548155,0,,,
2.272037,1,0.1,0.0666227284534,-0.00190458200249
2.29095,0,,,
3.03076,1,0.15,0.0666978395865,0.00210257556038
3.050358,0,,,
3.771755,1,0.2,0.066810700343,-0.0017979560785
3.79117,0,,,
4.52783,1,0.25,0.0668710482961,0.00195759091139
4.547635,0,,,
5.267529,1,0.3,0.0670779884465,-0.00139806561689
5.287256,0,,,
6.018812,1,0.35,0.0671260175265,0.00152592443973
6.038751,0,,,
6.757478,1,0.4,0.0671808416629,-0.00137748350338
6.777409,0,,,
7.507505,1,0.45,0.0672156877524,0.00147040306367
7.527544,0,,,
8.245423,1,0.5,0.0670433480024,-0.00193750035629
8.265318,0,,,
8.999424,1,0.55,0.0671387482534,0.00219055108428
9.0197,0,,,
9.735316,1,0.6,0.0673698727212,-0.00156240329144
9.755829,0,,,
10.483987,1,0.65,0.067415226865,0.00168356236879
10.504605,0,,,
11.218915,1,0.7,0.0672893746866,-0.00202605082573
11.239566,0,,,
11.970478,1,0.75,0.0673223531105,0.00211381039849
11.991274,0,,,
12.70471,1,0.8,0.0674298624326,-0.0018209620289
12.725453,0,,,
13.453798,1,0.85,0.0675465582417,0.00213252971944
13.474828,0,,,
14.185575,1,0.9,0.0676200275562,-0.00193173271561
14.20674,0,,,
14.93298,1,0.95,0.0676383458878,0.00198075120377
14.954227,0,,,
15.664373,1,1,0.0676900412864,-0.00183938972345
15.685817,0,,,
16.4106,1,1.05,0.067692091199,0.00184488379607
16.432107,0,,,
17.14195,1,1.1,0.0677171484119,-0.00177636061877
17.163606,0,,,
17.887608,1,1.15,,
17.909347,0,,,
