"Latest: Time (s)","Latest: GateState","Latest: Distance (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.440282,1,0,,
0.467513,0,,,
1.176423,1,0.05,0.0684030922547,0.00130768924166
1.203761,0,,,
1.902347,1,0.1,0.0688159892991,-0.000170112734111
1.929673,0,,,
2.629576,1,0.15,0.0688136607316,0.00016370878845
2.656991,0,,,
3.355549,1,0.2,0.0688087540707,-0.000177226263141
3.382992,0,,,
4.082882,1,0.25,0.0688153617686,0.000195395926517
4.110423,0,,,
4.808716,1,0.3,0.068851638333,-9.54376319029E-05
4.83631,0,,,
5.535281,1,0.35,0.0688521133523,9.67452072433E-05
5.562893,0,,,
6.261105,1,0.4,0.0688668834069,-5.60464851543E-05
6.288782,0,,,
6.987358,1,0.45,0.0688639873375,4.80711118231E-05
7.015089,0,,,
7.713243,1,0.5,0.0688720438186,-2.58734328776E-05
7.740997,0,,,
8.439326,1,0.55,0.0688785950918,4.39189545174E-05
8.467144,0,,,
9.165073,1,0.6,0.0687667612946,-0.000352108439969
9.192939,0,,,
9.893527,1,0.65,0.0689626385367,0.000889897352257
9.92177,0,,,
10.615197,1,0.7,0.068965999322,-0.000880583440816
10.643543,0,,,
11.343579,1,0.75,0.0689457181458,0.000824895145075
11.371973,0,,,
12.065668,1,0.8,0.0689610968571,-0.000782300087425
12.094261,0,,,
12.793721,1,0.85,0.0689566987224,0.00077021817916
12.822487,0,,,
13.515901,1,0.9,0.0689658716333,-0.00074481478681
13.544765,0,,,
14.243758,1,0.95,0.0689694953855,0.000754772105879
14.272645,0,,,
14.965863,1,1,0.0689811113726,-0.000722599535071
14.994789,0,,,
15.693472,1,1.05,0.068987103092,0.000739069148265
15.722446,0,,,
16.415453,1,1.1,0.0689924457721,-0.00072426909088
16.444471,0,,,
17.142948,1,1.15,0.0689914309863,0.000721479282612
17.172036,0,,,
17.86495,1,1.2,,
17.894082,0,,,
